,absErr_1,absErr_2,pList
0,9.284806266052215e-05,0.0002782964746161909,0.01
1,0.0002650948725784197,0.00010418448289861715,0.02
2,0.00028298099797785525,0.00015773992959378091,0.03
3,0.00025123793430870123,1.6548007711669754e-05,0.04
4,0.0001611933209484384,0.0010890720571286039,0.05
5,8.008871558518038e-05,0.0011268442944087909,
6,0.0003967737982986108,0.00063254042718075,
7,0.0003056380464796504,0.0006834163467290821,
8,0.0010030494488422192,0.0002882315784002998,
9,0.0006702251964973982,0.0009080267294656608,
10,0.000256294080077879,0.00025629407999749887,
11,0.0005611035028274536,0.0006488334234822091,
12,0.001575266223749594,0.0011464988081435479,
13,6.955560868115995e-05,0.00023491229815864045,
14,0.00036981214232012505,0.0005546959290398945,
15,0.00025629408006766496,0.0002562940800054925,
16,0.0006449590469399524,0.0010548842390774027,
17,0.000167681959031718,7.015944001675933e-05,
18,0.00021492669211431448,8.492464124820742e-06,
19,1.8881262400682886e-05,0.00012388507036842356,
20,0.00025629408011829113,0.0002562940800658886,
21,0.00025629408006855314,0.0002562940800121538,
22,0.00025629408007254995,0.0002562940799970548,
23,0.0002689218774167834,5.080982345884166e-05,
24,0.00038435402324488166,0.0004695396544942554,
25,3.0663268912434205e-05,0.00010392916050250278,
26,0.0006966595103294893,0.000965453839786079,
27,0.0003592205332796361,0.0010282816585682752,
28,0.0002562940800703295,0.00025629408000282794,
29,0.00025629408007299403,0.000256294079993058,
30,0.00025629408006500043,0.00025629408000193976,
31,0.0004447990035889582,0.0010112938381467984,
32,0.00022827766793209747,0.0008130249775284426,
33,0.0002981585270602771,0.00011930817707117569,
34,0.00025629408006855314,0.0002562940800041602,
35,0.00025629408006855314,0.00025629407998506437,
36,0.00016827194354762653,0.0010190583937310649,
37,0.0002562940800658886,0.00025629407999749887,
38,0.00040583610696076633,0.00010155952214319086,
39,0.0002265432305574855,0.0003098689575118385,
40,1.084856044730742e-05,0.0001304800284112062,
41,0.00032477380739015516,1.5269847352783472e-05,
42,0.0002562940800503455,0.0002562940799997193,
43,0.00025629408006855314,0.0002562940800094893,
44,0.00025629408007254995,0.00025629408002725285,
45,0.00025629408006855314,0.0002562940799992752,
46,0.0008441247805057728,0.0002310866551331614,
47,0.00025629408007699084,0.0002562940799957225,
48,0.00044082004457335344,0.0007304391434166391,
49,5.376688452818357e-05,0.00045802881180279087,
50,0.0006772877403369293,0.00042633095891631,
51,0.0002562940800694413,0.0002562940800054925,
52,0.00021507993451974627,7.664297658749319e-07,
53,0.00025629407977190155,0.00025629408000193976,
54,0.0003475175976617173,0.00032377505909142457,
55,0.0002562940800667768,0.0002562940800054925,
56,6.1038314695949225e-06,0.00013849188974557336,
57,0.0011664629060033072,2.690577966202312e-05,
58,0.0002562940800667768,0.0002562940800050484,
59,0.0007098685359330226,0.0009980014398252024,
60,0.00025629408007210586,0.0002562940800001634,
61,8.132606166944001e-05,0.0001757693204487154,
62,0.0002562940800703295,0.0002562940800054925,
63,0.0002737748468293333,0.0002334031318644847,
64,0.00025629408006011545,0.0002562940800001634,
65,0.0002562940800738822,0.0002562940799952784,
66,0.00025629408007210586,0.0002562940799970548,
67,0.000574713934657467,0.00010752820450132816,
68,0.00042785800797373597,0.00042692707136193775,
69,0.0004687997679728717,0.0010700937323724347,
70,0.00015125917396341393,0.0006283960243367304,
71,0.0002562940800703295,0.00025629407999838705,
72,0.0009481052830069281,8.989700908657028e-05,
73,5.429063071948903e-05,0.0004014834281500512,
74,0.0005785075104953741,0.0008452608438487275,
75,0.0005266904454521715,0.00032434850230256274,
76,3.710837912818121e-05,0.00023402711766973283,
77,0.00039399371210624423,0.0006758330845011429,
78,4.4069381895717186e-05,0.0006733856008427352,
79,8.50884065619617e-05,0.0003891222190306465,
80,0.00035969816556402634,0.00102832611628223,
81,0.0002562940800752145,0.00025629407998684073,
82,0.0006127255761563255,0.0005192955649109265,
83,0.0002562940800738822,0.0002562940799992752,
84,3.9482962377979742,3.631294835574368,
85,0.00025629408006855314,0.00025629407999838705,
86,0.00025629408006455634,0.00025629408000593656,
87,0.00023435285187822785,0.00037664127426229044,
88,0.0002562940800787672,0.0002562940800094893,
89,0.0001961366964824407,0.00022095890181628164,
90,0.0023149710890297825,0.001766863914370198,
91,0.00025629408007166177,0.00025629407999838705,
92,5.219740982154164e-05,0.00014574227893593417,
93,0.0002562940800694413,0.00025629408000282794,
94,0.0007290245672906259,0.00012468341392679605,
95,0.00025629408007210586,0.0002562940800046043,
96,0.00025629408006500043,0.00025629407999749887,
97,0.00025629408007254995,0.00025629408000282794,
98,0.00025629408006411225,0.00025629407999350207,
99,0.00024164114686975324,0.0005667836064615628,
100,0.0005684864411028556,0.0011657201885224566,
101,0.0002562940800734381,0.00025629408000282794,
102,0.00026553014784314044,0.00026936896618057204,
103,0.0002562940800712177,0.0002562940799926139,
104,0.0005134083393802946,6.0512853401029076e-05,
105,0.0002562940800547864,0.00025629408001925924,
106,3.041562484495941e-05,0.0003813624285307071,
107,0.0006675266252207379,0.0007946220170440554,
108,0.0006211438138850056,0.00040293026121407394,
109,0.0007022420206435065,0.00018698011219520083,
110,0.0008610126311614508,0.000515975076443631,
111,9.93565930684781e-05,0.0012615372217279486,
112,0.0001396114714031782,0.0005911970528647004,
113,6.245134529114793e-05,0.0005265789864763448,
114,0.0004739952523351576,0.0005154204376447424,
115,0.00030625053171995376,0.00013277862361338322,
116,0.0002562940800734381,0.0002562940800010516,
117,0.0005968213773166475,0.00023790832781500626,
118,0.0005147957319540097,0.0006780907029870775,
119,0.0004015972564199721,0.00012343850418794489,
120,0.00018908119373195476,0.0009701913803095152,
121,0.00025629408008942534,0.0002562940799961666,
122,0.00017997662173518947,0.0003758758571796861,
123,0.00025629408007254995,0.00025629408000282794,
124,0.0005899911523692403,0.00043799157699186964,
125,0.0004348155158102607,0.0007329995646365717,
126,0.0002562940800734381,0.00025629407999439024,
127,0.0002562940800796554,0.00025629407999749887,
128,4.27842312089588e-05,0.000629595941711969,
129,0.0002562940800703295,0.00025629407998994935,
130,8.653656763879525e-05,0.000209090513091148,
131,0.0004718897919326892,0.0008552640921006827,
132,0.00025629408006500043,0.0002562940800086011,
133,0.0001396922811398582,0.0005716122663370626,
134,0.00010867121048496742,0.00032407970835812705,
135,0.00013888468264688925,0.0007087642409455697,
136,0.0002562940800743263,0.0002562940799992752,
137,0.0002562940800707736,0.00025629408000282794,
138,0.0005129935739467406,0.00046498358748880975,
139,0.0005019493938980268,2.9688040366515622e-05,
140,0.0005124272933247909,0.00021063142640453947,
141,0.00020955545525680463,0.000832266369422463,
142,3.7437700795482267,3.4918800178165843,
143,0.00025279571006997514,0.0002909249621305676,
144,0.00034874549436958446,0.0005953486917489315,
145,0.000756585493062456,0.0006591301265954641,
146,0.0008443670726827612,0.0006836212977985312,
147,0.00048637669682838336,0.0005964871228716362,
148,0.0002562940800787672,0.00025629407999439024,
149,0.00025339394417267513,0.0004255632411567234,
150,0.0002787642980757177,0.0008629059206910483,
151,0.000256294080077879,0.0002562940800050484,
152,0.00025629408006855314,0.0002562940800245883,
153,0.0002383891212218714,0.0008353050361762371,
154,0.0001762884081371041,0.00047747162859757,
155,0.0005954546707478414,0.00018798891868243572,
156,0.001270412971146051,0.002130659298402726,
157,0.0002562940800667768,0.00025629408001082155,
158,0.00012950117243137882,0.0003649371676077706,
159,0.0005762522287571237,0.0001416937858724765,
160,0.00031529835371557624,0.0002119536620108775,
161,0.0002732550699060532,8.754974953184558e-05,
162,0.00021854571822776947,0.0003616259880159234,
163,0.00035191807301648836,0.00025922507578446385,
164,0.00021995822667841836,0.0004999096068045716,
165,0.000685882547483363,0.0003322982651461359,
166,0.00015154181843302084,6.6276840664514225e-06,
167,0.000180310828421959,0.00017963110327201548,
168,0.00025629408010496846,0.0002562940799801794,
169,8.720905499171039e-05,0.001063119199542939,
170,0.00025629408008454035,0.00025629407999749887,
171,0.00025629408006855314,0.0002562940800037161,
172,0.0011658490473882566,0.001007043161416199,
173,0.0002562940801191793,0.0002562940800094893,
174,1.4013360642550765e-05,0.0002805528666307566,
175,5.968227411479177e-05,0.0005243116449324958,
176,0.0005527075188838104,0.0004771664518852248,
177,0.0011101466620697664,0.0013743122516967077,
178,0.0005800632411814277,0.0010083308735433505,
179,0.0003317408721437154,0.0001811451022248889,
180,3.752099297749112e-05,0.00010332964917125764,
181,0.00042387015110501025,8.34265398470535e-05,
182,0.0004044423396400987,0.00015449993215632674,
183,0.000602935540896965,0.00046699284137563524,
184,0.00031230006138782684,0.000449726849544696,
185,0.0002562940800712177,0.00025629408000682474,
186,0.00025629408007210586,0.0002562940800010516,
187,0.000296585498960944,0.0011692263180416163,
188,0.0004828831572711856,0.0005081372795299188,
189,0.0001292678511992662,0.0010817961750024807,
190,0.0008273350618259734,0.0011508231744024044,
191,7.474634692794524e-05,0.00012419723940926275,
192,0.0006294158258284277,0.00015093008748578995,
193,0.00011709339082743853,0.0001714479074381714,
194,0.001179157366543837,0.0014413777074073764,
195,0.0002562940800863167,0.00025629407999838705,
196,3.217931173482569e-05,0.00025322499661939446,
197,0.00030192617004765054,0.0006933822944610313,
198,0.00025629408006855314,0.0002562940800037161,
199,0.00029443037685261686,0.0013950892006588944,
